,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
257082,7043624690,Reading,1350,apartment,830,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,40.325,-75.9442,PA
370962,7044778977,Fresno / Madera,950,apartment,708,1,1.0,1,1,0,0,0,0,laundry on site,carport,36.8047,-119.71799999999999,CA
59959,7034051772,Space Coast,1025,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,28.1384,-80.6524,FL
273872,7042649471,Chattanooga,899,apartment,860,2,1.5,1,1,1,0,0,0,w/d hookups,carport,35.1273,-85.2802,TN
282049,7050767317,Nashville,902,apartment,750,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,36.1448,-86.6252,TN
248119,7045952045,Salem,950,apartment,710,1,1.0,1,1,0,0,0,0,laundry on site,carport,45.0004,-123.04299999999999,OR
91584,7036343218,Peoria,595,apartment,600,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,40.6985,-89.6024,IL
81846,7040179609,Hawaii,1600,house,350,1,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,20.7441,-156.447,HI
53005,7044582977,Pensacola,1495,house,2002,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,30.4756,-87.3179,FL
279793,7041960872,Memphis,1185,apartment,1150,3,2.0,1,1,1,0,0,0,Unknown,Unknown,35.2037,-89.7583,TN
173489,7046163039,Billings,1100,house,900,2,1.0,0,0,0,0,0,0,laundry on site,street parking,45.7813,-108.573,MT
133115,7032888894,Annapolis,1605,apartment,940,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.0809,-76.6833,MD
333400,7045490557,Kennewick-Pasco-Richland,1088,apartment,1011,2,2.0,1,1,1,0,0,0,w/d in unit,carport,46.2667,-119.307,WA
321931,7022466542,Charlottesville,1211,apartment,955,2,1.0,1,1,1,0,0,0,laundry on site,Unknown,38.0936,-78.5611,VA
330995,7049866557,Roanoke,900,apartment,925,3,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,37.4164,-79.8772,VA
39620,7037159603,Ft Myers / Sw Florida,1129,apartment,1000,2,2.0,1,1,1,0,0,0,Unknown,street parking,26.5923,-81.8807,FL
351299,7025963638,Huntsville / Decatur,899,apartment,1390,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,34.6585,-86.5366,AL
314066,7049102979,Wichita Falls,690,apartment,702,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,33.8894,-98.5119,TX
248298,7043004691,Salem,1160,apartment,728,1,1.0,1,1,0,0,1,0,w/d in unit,off-street parking,44.8889,-123.06,OR
102274,7024926527,Richmond,729,apartment,770,2,2.0,1,1,0,0,0,0,laundry on site,off-street parking,39.8142,-84.87799999999999,IN
350736,7039390038,Huntsville / Decatur,1130,apartment,1191,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,34.7032,-86.7087,AL
78029,7046792567,Savannah / Hinesville,925,apartment,792,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage,32.1149,-81.252,GA
190268,7037095963,Wilmington,1448,apartment,1166,2,2.0,1,1,0,0,0,0,w/d in unit,Unknown,34.268,-78.0578,NC
107295,7051055691,Omaha / Council Bluffs,1079,apartment,635,1,1.0,1,1,0,1,0,1,w/d in unit,attached garage,41.2605,-95.9827,IA
153979,7009555832,Kalamazoo,2180,apartment,1305,2,2.0,0,0,0,1,0,0,w/d in unit,attached garage,42.2907,-85.5838,MI
375556,7043534003,Los Angeles,1999,apartment,750,1,1.0,1,1,0,0,0,0,laundry in bldg,carport,34.2315,-118.25,CA
46830,7031283780,Lakeland,799,apartment,630,1,1.0,0,0,1,0,0,0,no laundry on site,Unknown,28.0198,-82.1442,FL
375917,7043505875,Los Angeles,1400,apartment,476,0,1.0,1,1,0,0,0,0,laundry on site,off-street parking,34.2407,-118.537,CA
195683,7025219425,Lincoln,1007,apartment,1120,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,40.7371,-96.5957,NE
319774,7047098800,Salt Lake City,1554,apartment,885,2,2.0,1,1,0,1,1,1,w/d in unit,carport,40.7145,-111.89299999999999,UT
149960,7037112766,Flint,1235,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport,42.8009,-83.734,MI
157707,7040684151,Saginaw-Midland-Baycity,820,apartment,1010,2,1.5,1,1,1,0,0,0,laundry in bldg,carport,43.4596,-84.0185,MI
149644,7045399099,Flint,799,manufactured,1056,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,42.9808,-83.6254,MI
164398,7030947603,Fayetteville,915,apartment,1456,3,2.0,0,0,1,0,0,0,Unknown,Unknown,35.0583,-79.008,NC
218824,7025432866,New Hampshire,1550,townhouse,1024,2,1.5,1,1,1,0,0,0,w/d in unit,attached garage,43.5727,-71.4781,NH
287571,7041297093,Austin,1350,apartment,1184,2,2.0,1,1,1,0,0,0,Unknown,no parking,30.2346,-97.7305,TX
150762,7047476946,Grand Rapids,605,apartment,439,0,1.0,1,1,1,0,0,0,laundry on site,carport,43.0427,-85.6019,MI
36241,7041785409,Daytona Beach,960,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,29.2271,-81.0372,FL
158533,7036608995,Brainerd,800,townhouse,785,3,1.5,0,0,1,0,0,0,w/d hookups,attached garage,46.9919,-93.5952,MN
338691,7031800689,Wenatchee,1095,apartment,496,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,47.5962,-120.661,WA
257968,7042820877,Scranton / Wilkes-Barre,900,apartment,1152,3,1.0,1,1,1,1,0,1,Unknown,Unknown,41.3914,-75.6657,PA
286732,7017918655,Amarillo,843,apartment,970,2,2.0,1,1,1,0,0,0,laundry on site,carport,35.1791,-101.887,TX
336721,7048404125,Seattle-Tacoma,1795,apartment,700,1,1.0,0,0,0,0,0,0,laundry on site,no parking,47.6198,-122.31,WA
178000,7049313247,Charlotte,600,apartment,905,2,1.0,0,0,1,0,0,0,Unknown,Unknown,35.244,-80.7387,NC
300840,7050905457,Houston,1580,apartment,1325,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,29.7205,-95.4512,TX
224411,7051030512,Cincinnati,2795,house,1500,3,2.0,1,0,0,0,0,0,laundry in bldg,attached garage,39.1197,-84.4349,OH
282153,7039479259,Nashville,1900,house,1800,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,36.0662,-86.9639,TN
23907,7048976044,Fort Collins / North Co,1305,apartment,709,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,40.5251,-105.057,CO
19034,7047404707,Colorado Springs,1285,apartment,1079,2,2.0,1,1,1,0,0,0,w/d in unit,carport,38.9137,-104.78,CO
374518,7049038636,Inland Empire,1565,apartment,905,2,2.0,1,1,1,0,0,0,laundry on site,carport,33.9487,-117.454,CA
175453,7047609959,Asheville,991,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,no parking,35.4637,-82.5354,NC
12726,7049087739,Ventura County,2485,apartment,1173,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,34.2456,-119.175,CA
66518,7029199537,Treasure Coast,1569,townhouse,1393,2,2.5,1,1,0,0,0,0,w/d hookups,attached garage,27.3215,-80.403,FL
131279,7050705300,Maine,1450,duplex,1200,3,1.0,1,0,0,0,0,0,w/d in unit,off-street parking,43.8942,-70.3429,ME
322151,7035040538,Charlottesville,2250,duplex,2000,3,3.0,1,1,1,0,0,0,w/d in unit,detached garage,38.1103,-78.4476,VA
123071,7048536269,Louisville,900,apartment,1042,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,38.1913,-85.7847,KY
246525,7042711355,Portland,1250,apartment,615,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,45.5069,-122.441,OR
301399,7046670413,Killeen / Temple / Ft Hood,1050,house,1330,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,31.0065,-97.84100000000001,TX
214703,7046751675,Rochester,1385,townhouse,1245,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,43.195,-77.7865,NY
145119,7031386834,Ann Arbor,1968,townhouse,1280,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,42.257,-83.7346,MI
328220,7039352809,Norfolk / Hampton Roads,975,apartment,850,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.8646,-76.1808,VA
279374,7041997009,El Paso,700,apartment,746,2,1.0,1,1,1,0,0,0,laundry on site,Unknown,31.8552,-106.435,TX
310041,7049842732,San Marcos,1250,apartment,1073,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,29.8754,-97.9404,TX
371909,7037848647,Hanford-Corcoran,835,apartment,895,2,1.0,1,1,1,0,0,0,laundry on site,carport,36.134,-120.367,CA
365456,7049666596,Little Rock,635,apartment,1000,2,1.0,1,1,1,0,0,0,laundry on site,Unknown,34.8006,-92.2906,AR
64994,7048912450,Tampa Bay Area,1230,apartment,987,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,28.1045,-82.5061,FL
78126,7042088239,Savannah / Hinesville,999,apartment,950,1,1.0,1,1,1,0,0,0,w/d in unit,carport,31.9992,-81.1036,GA
290298,7024363844,Beaumont / Port Arthur,730,apartment,750,1,1.0,0,0,1,0,0,0,Unknown,Unknown,30.1175,-94.1903,TX
247347,7048713580,Roseburg,750,house,520,1,1.0,0,0,0,0,0,0,laundry on site,street parking,43.2297,-123.234,OR
340687,7016184777,Eau Claire,919,apartment,840,2,1.0,1,0,1,0,0,0,w/d in unit,detached garage,45.3154,-92.6983,WI
320935,7045723684,Vermont,975,apartment,850,2,1.0,1,0,0,0,0,1,w/d in unit,street parking,43.1693,-73.0474,VT
203283,7046743484,South Jersey,1380,apartment,875,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,39.3741,-74.6118,NJ
261910,7048991754,Charleston,1638,apartment,1104,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,32.8098,-79.8435,SC
137106,7041350883,Frederick,1327,apartment,1000,2,1.0,0,0,1,0,0,0,Unknown,Unknown,39.4226,-77.4486,MD
8093,7049998761,Sf Bay Area,1995,apartment,640,1,1.0,0,0,0,0,0,0,laundry on site,carport,37.2565,-121.896,CA
304182,7027183402,Mcallen / Edinburg,850,apartment,1050,2,2.5,1,1,1,0,0,0,w/d in unit,Unknown,26.2335,-98.1952,TX
109839,7044533311,Omaha / Council Bluffs,1084,apartment,1300,3,2.0,1,1,0,0,0,0,w/d in unit,Unknown,41.4213,-96.4722,IA
159504,7009558497,Fargo / Moorhead,1250,apartment,1300,3,2.0,1,1,0,0,0,0,w/d in unit,detached garage,46.7932,-96.8397,MN
64249,7035719020,Tampa Bay Area,1390,house,2550,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,27.7147,-82.3538,FL
30095,7028106015,New Haven,2361,apartment,1288,2,1.0,1,1,0,0,0,0,laundry in bldg,no parking,41.3087,-72.9271,CT
303653,7030853423,Lubbock,655,apartment,840,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,33.6196,-101.81,TX
78437,7042393447,Savannah / Hinesville,890,apartment,658,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage,32.1149,-81.252,GA
34197,7041871834,Delaware,1259,apartment,988,0,1.0,0,0,1,0,0,0,Unknown,Unknown,39.7441,-75.5495,DE
125435,7041259892,Baton Rouge,945,apartment,735,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,30.3729,-91.2601,LA
335594,7051244209,Seattle-Tacoma,1690,apartment,667,1,1.0,1,1,1,0,0,0,w/d in unit,carport,47.6583,-122.088,WA
246968,7050915549,Portland,1195,apartment,756,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,45.5203,-122.47,OR
25633,7041885145,Fort Collins / North Co,1297,apartment,820,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,40.5656,-105.09899999999999,CO
21517,7040799442,Denver,1507,apartment,508,0,1.0,0,1,0,1,0,0,w/d in unit,carport,39.7405,-105.046,CO
230529,7032638468,Columbus,855,apartment,756,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,39.9346,-82.9297,OH
175169,7047610954,Asheville,1420,apartment,1430,3,2.0,1,1,1,0,0,0,w/d in unit,no parking,35.4637,-82.5354,NC
117128,7049800942,Wichita,683,apartment,915,2,2.0,1,1,1,0,0,0,Unknown,Unknown,37.6266,-97.3581,KS
280742,7047378338,Memphis,750,townhouse,1234,2,2.5,1,1,1,0,0,0,w/d hookups,off-street parking,35.0717,-89.8644,TN
25674,7041599300,Fort Collins / North Co,950,apartment,550,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,40.5799,-105.086,CO
132351,7043657564,Annapolis,1312,apartment,805,1,1.0,1,1,1,0,0,0,Unknown,Unknown,38.953,-76.4784,MD
351610,7027425956,Huntsville / Decatur,907,apartment,807,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,34.7716,-86.6766,AL
384224,7029937039,Redding,775,cottage/cabin,800,1,1.0,0,0,0,0,0,0,laundry on site,carport,41.1103,-122.316,CA
129358,7037136745,New Orleans,1300,apartment,900,2,0.0,0,0,0,0,0,0,laundry in bldg,no parking,29.9537,-90.0673,LA
111309,7043732086,"Kansas City, Mo",595,apartment,750,2,1.0,0,0,1,0,0,0,laundry in bldg,Unknown,39.1017,-94.5685,KS
301034,7050778736,Houston,1999,house,2518,5,3.0,1,1,1,0,0,0,w/d in unit,attached garage,29.7404,-95.8304,TX
251921,7032136455,Lancaster,1150,apartment,1104,2,1.0,0,0,1,0,0,0,Unknown,Unknown,40.0351,-76.3434,PA
291274,7045697930,College Station,610,apartment,785,3,2.0,1,1,1,0,0,0,Unknown,Unknown,30.6045,-96.3123,TX
85422,7049186987,Spokane / Coeur D'Alene,880,apartment,364,0,1.0,0,0,1,0,0,0,Unknown,Unknown,47.6547,-117.381,ID
158803,7040905992,Duluth / Superior,875,townhouse,860,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,47.4018,-92.9315,MN
173589,7048287606,Billings,899,apartment,804,2,1.0,0,0,1,0,0,0,Unknown,Unknown,45.7574,-108.616,MT
98662,7036412045,Fort Wayne,790,apartment,960,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.9255,-85.0057,IN
178695,7048449196,Charlotte,1014,apartment,622,1,1.0,0,0,1,0,0,0,Unknown,Unknown,35.1268,-80.8752,NC
50560,7045123589,Orlando,1075,apartment,960,2,2.0,0,0,1,0,0,0,Unknown,Unknown,28.5197,-81.3105,FL
93641,7050999057,Southern Illinois,979,apartment,1000,3,1.0,1,1,1,0,0,0,laundry on site,off-street parking,37.7176,-89.1949,IL
284132,7027067006,Tri-Cities,743,apartment,985,2,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,36.5484,-82.5618,TN
300043,7044947792,Houston,1465,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,29.7566,-95.3756,TX
115349,7042606718,Topeka,1140,apartment,1611,3,3.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.0405,-95.7178,KS
73693,7042601259,Brunswick,1035,apartment,987,2,1.0,1,1,1,0,0,0,w/d hookups,carport,30.7305,-81.5465,GA
88308,7031323057,Champaign Urbana,1150,apartment,825,2,1.0,1,1,0,0,0,1,w/d in unit,off-street parking,40.1078,-88.2416,IL
195718,7008631887,Lincoln,810,apartment,850,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,40.8183,-96.6328,NE
195378,7032360303,Lincoln,1170,apartment,1257,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,40.751,-96.6704,NE
128321,7050973252,New Orleans,2458,apartment,1503,3,3.0,1,1,1,0,0,0,w/d in unit,detached garage,29.9522,-90.0716,LA
194453,7043493102,Lincoln,910,apartment,909,1,1.0,0,0,0,0,0,0,w/d in unit,Unknown,40.7565,-96.6946,NE
42874,7049278414,Jacksonville,874,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,no parking,30.3704,-81.5864,FL
86783,7041964438,Spokane / Coeur D'Alene,950,apartment,719,1,1.0,1,1,0,0,0,0,w/d in unit,carport,47.7002,-117.28399999999999,ID
375817,7050026147,Los Angeles,1460,apartment,500,0,1.0,1,1,1,1,0,0,laundry on site,carport,34.2049,-118.574,CA
343115,7049242255,Madison,1309,apartment,560,1,1.0,0,0,0,0,0,0,laundry on site,attached garage,43.0696,-89.406,WI
323480,7044788209,Fredericksburg,1350,apartment,721,1,1.0,1,1,1,0,0,0,Unknown,no parking,38.3796,-77.5349,VA
309618,7048406709,San Marcos,903,apartment,607,1,1.0,1,1,1,0,0,0,Unknown,Unknown,29.8754,-97.9404,TX
145706,7038381304,Ann Arbor,1249,apartment,1032,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,42.2794,-83.78399999999999,MI
81353,7032293060,Hawaii,2200,house,1510,3,2.0,0,0,0,0,0,0,w/d in unit,carport,19.673,-155.22299999999998,HI
373221,7049828300,Inland Empire,1512,apartment,686,1,1.0,1,1,1,0,0,0,w/d hookups,valet parking,33.9157,-117.235,CA
169604,7036055247,Jackson,800,apartment,1026,2,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,32.3932,-90.1629,MS
106747,7026784905,Fort Dodge,682,townhouse,1002,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,42.4536,-93.8161,IA
261359,7050816676,Charleston,1250,house,1200,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,32.7948,-79.9488,SC
43980,7034124186,Jacksonville,764,apartment,920,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,30.3117,-81.5651,FL
90355,7048516958,Chicago,2300,apartment,1000,3,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.9176,-87.6836,IL
365925,7046800308,Little Rock,525,manufactured,800,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,34.9141,-92.198,AR
123798,7045853613,Louisville,709,apartment,430,0,1.0,1,1,1,1,0,1,w/d in unit,detached garage,38.2498,-85.756,KY
54993,7044640486,Sarasota-Bradenton,1445,apartment,1115,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,27.4547,-82.5359,FL
116806,7048366656,Wichita,834,townhouse,1495,2,1.5,1,1,0,0,0,0,w/d hookups,off-street parking,37.7038,-97.2253,KS
213620,7031365485,Plattsburgh-Adirondacks,590,house,680,2,2.0,1,1,1,0,0,0,Unknown,Unknown,44.6927,-73.46600000000001,NY
300832,7050897159,Houston,963,apartment,752,1,1.0,1,1,0,1,0,0,w/d in unit,Unknown,29.5328,-95.0723,TX
218982,7051118261,Bismarck,1015,apartment,1138,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,46.8394,-100.78399999999999,ND
191587,7048596455,Winston-Salem,795,apartment,1248,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0036,-80.0036,NC
161399,7046027541,Minneapolis / St Paul,1626,apartment,980,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,44.8568,-93.4342,MN
81700,7041654440,Hawaii,1100,condo,290,0,1.0,0,0,0,0,0,0,no laundry on site,Unknown,21.4427,-158.189,HI
188505,7048644375,Raleigh / Durham / Ch,989,apartment,826,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0437,-78.8981,NC
11215,7038988594,Stockton,1625,townhouse,1400,2,2.5,1,1,1,0,0,0,w/d hookups,carport,38.0024,-121.324,CA
145519,7035334092,Ann Arbor,909,apartment,500,0,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,42.2528,-83.661,MI
225761,7046780020,Cincinnati,1050,apartment,750,1,1.0,1,1,1,0,0,0,w/d hookups,carport,39.3173,-84.2718,OH
327784,7043424067,Norfolk / Hampton Roads,850,apartment,820,2,1.0,0,0,0,0,0,0,Unknown,off-street parking,36.9484,-76.2612,VA
173999,7038940938,Bozeman,1975,apartment,1524,3,2.5,0,0,1,0,0,0,Unknown,Unknown,45.6751,-111.197,MT
357901,7040264642,Flagstaff / Sedona,1400,apartment,1400,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,34.841,-111.789,AZ
106531,7040784362,Des Moines,950,apartment,745,1,1.0,1,1,0,0,0,0,w/d in unit,Unknown,41.7018,-93.7821,IA
199488,7043471236,Central Nj,1755,apartment,928,2,1.0,1,1,1,0,0,0,laundry on site,street parking,40.4891,-74.4482,NJ
327308,7048986530,Norfolk / Hampton Roads,800,duplex,728,2,1.0,1,1,1,0,0,0,w/d in unit,Unknown,36.8171,-76.2696,VA
260581,7044529652,Rhode Island,1700,apartment,780,2,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.5201,-71.3034,RI
372332,7023801713,Hanford-Corcoran,601,apartment,908,2,2.0,0,0,1,0,0,0,laundry on site,carport,36.0028,-120.12,CA
9540,7039647905,Stockton,1975,apartment,1057,2,2.0,1,1,1,0,0,0,w/d in unit,carport,38.1131,-121.149,CA
142687,7049184865,Worcester / Central Ma,1769,apartment,980,2,2.0,0,0,1,0,0,0,Unknown,Unknown,42.1043,-71.4735,MA
221907,7042069954,North Dakota,1105,apartment,1365,3,2.0,0,0,0,0,0,0,w/d in unit,detached garage,48.2111,-101.33200000000001,ND
7818,7046046949,Sf Bay Area,2299,townhouse,700,2,1.0,1,1,0,1,0,0,w/d hookups,carport,38.2274,-122.635,CA
336107,7051202443,Seattle-Tacoma,1786,apartment,1273,3,2.0,1,1,0,0,0,1,w/d in unit,Unknown,47.3099,-122.265,WA
324211,7035076524,Fredericksburg,1299,apartment,1309,3,2.5,1,1,1,0,0,0,w/d hookups,Unknown,38.2753,-77.5337,VA
49541,7044869814,Orlando,1119,apartment,700,2,1.0,1,1,1,0,0,0,laundry on site,street parking,28.4944,-81.2902,FL
283060,7035470169,Nashville,1199,apartment,1069,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,35.87,-86.465,TN
369708,7045149701,Fresno / Madera,685,apartment,445,2,1.0,1,1,1,1,0,0,w/d in unit,carport,36.7976,-119.80799999999999,CA
50646,7049078654,Orlando,1609,apartment,1061,2,2.0,1,1,0,0,0,0,Unknown,Unknown,28.3014,-81.5697,FL
279069,7048466661,Memphis,579,apartment,708,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.0639,-89.8461,TN
65584,7045898031,Treasure Coast,1100,duplex,920,2,2.0,0,0,0,0,0,0,w/d hookups,attached garage,27.2889,-80.298,FL
45273,7046362080,Lakeland,986,apartment,642,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,28.0089,-81.9553,FL
8095,7049998507,Sf Bay Area,2989,apartment,834,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,37.3967,-122.012,CA
125097,7041512778,Baton Rouge,749,apartment,660,1,1.0,0,0,1,0,0,0,Unknown,Unknown,30.4273,-91.0356,LA
10272,7045823761,Stockton,1294,apartment,930,2,2.0,1,1,1,0,0,0,w/d hookups,carport,38.0228,-121.361,CA
144390,7049859912,Ann Arbor,1488,apartment,1300,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,42.2642,-83.7502,MI
302736,7046016428,Lubbock,720,apartment,523,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,33.5356,-101.929,TX
376570,7049972896,Los Angeles,1860,apartment,1000,2,1.0,0,0,0,0,0,0,laundry on site,carport,34.0229,-117.897,CA
356782,7016299349,Anchorage / Mat-Su,1100,apartment,700,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,61.1632,-149.834,AK
38974,7041598584,Ft Myers / Sw Florida,899,house,841,3,1.0,1,1,1,0,0,0,Unknown,street parking,26.7039,-81.5817,FL
176343,7033448514,Asheville,1170,apartment,802,1,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,35.5393,-82.51799999999999,NC
330981,7046758674,Richmond,824,townhouse,877,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,37.4638,-77.398,VA
357013,7045158980,Fairbanks,650,apartment,384,1,0.0,0,0,1,0,0,0,Unknown,Unknown,64.8189,-147.687,AK
157853,7033583784,Saginaw-Midland-Baycity,636,apartment,1140,2,1.0,1,1,1,0,0,0,laundry in bldg,carport,43.4478,-83.9811,MI
210630,7039501274,Finger Lakes,855,apartment,985,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,42.9526,-77.5876,NY
271571,7049230545,Sioux Falls / Se Sd,626,apartment,720,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,43.5179,-96.7924,SD
366508,7040632626,Little Rock,755,apartment,950,2,2.0,1,1,0,1,0,0,w/d in unit,Unknown,34.7605,-92.4114,AR
135801,7050220797,Baltimore,1475,apartment,780,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.3774,-76.7281,MD
283110,7017929771,Amarillo,875,duplex,1050,2,1.5,0,0,1,0,0,0,w/d in unit,off-street parking,35.0997,-101.875,TX
197867,7050882456,Las Vegas,1200,apartment,920,1,1.0,1,1,1,0,0,0,w/d in unit,carport,36.0195,-115.04700000000001,NV
151023,7045207756,Grand Rapids,999,apartment,1456,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,43.239,-86.1232,MI
343781,7036108218,Madison,1360,apartment,1000,2,1.0,1,0,0,0,0,0,laundry in bldg,detached garage,43.0561,-89.3925,WI
180593,7049767076,Fayetteville,895,apartment,827,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,35.0257,-78.9705,NC
203345,7046075847,South Jersey,600,apartment,12,1,1.0,0,0,1,0,0,0,laundry in bldg,detached garage,-22.1517,-111.334,NJ
12052,7032106003,Stockton,1175,apartment,852,2,1.0,0,0,1,0,0,0,Unknown,Unknown,37.9672,-121.324,CA
95356,7047452810,"St Louis, Mo",605,apartment,750,2,1.0,1,1,1,0,0,0,Unknown,Unknown,38.7196,-90.27,IL
147358,7051099815,Detroit Metro,780,townhouse,950,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,42.1953,-83.2987,MI
177754,7045971274,Charlotte,1125,apartment,785,1,1.0,0,0,1,0,0,0,Unknown,Unknown,35.0842,-80.8302,NC
165442,7039689433,St Cloud,985,apartment,755,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,45.5521,-94.1284,MN
384865,7049158418,Reno / Tahoe,1767,apartment,1554,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,39.6269,-119.708,CA
272831,7049002083,Chattanooga,795,apartment,665,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,35.1035,-85.2995,TN
12782,7049032407,Ventura County,2485,apartment,1012,2,2.0,1,1,0,0,0,0,w/d in unit,carport,34.2306,-119.0,CA
34694,7020733695,Delaware,912,apartment,850,2,1.0,0,0,1,0,0,0,Unknown,Unknown,39.7535,-75.594,DE
377838,7049364008,Modesto,2145,apartment,1080,2,2.0,1,1,1,1,1,0,w/d in unit,Unknown,37.7533,-121.48100000000001,CA
139940,7046095985,Boston,2300,apartment,1200,3,1.0,0,0,0,0,0,0,Unknown,Unknown,42.3172,-71.0609,MA
16276,7046791282,Boulder,1714,apartment,863,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.9271,-105.14200000000001,CO
113965,7030608396,Manhattan,795,townhouse,1200,3,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,39.0299,-96.8396,KS
186454,7028279399,Jacksonville,570,apartment,594,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,34.7375,-77.4628,NC
48866,7047485999,Orlando,2001,apartment,1130,2,2.0,1,1,1,0,0,0,Unknown,off-street parking,28.5978,-81.3534,FL
130078,7043343963,New Orleans,849,apartment,860,2,1.0,0,0,1,0,0,0,Unknown,Unknown,29.8951,-90.1444,LA
381285,7049766070,Orange County,2327,apartment,960,2,2.0,1,1,1,0,0,1,w/d in unit,carport,33.5547,-117.66799999999999,CA
